Provider Number,Location Number,Application Type,County,Facility Name,Facility Number,Line Address 1,Line Address 2,City,Zip Code,Contact Name,Contact Phone,LICENSED Date,Capacity,From Age,To Age,Hours,Months,Full Time,Star Level 
0000555710,022,LICENSED GROUP,40. MILWAUKEE,KINDERCARE LEARNING CTRS-PARK PL                  ,220270,10715 W Park Pl,                              ,Milwaukee      ,53224,"PORTER, KRISTIN",414-359-1234,02/25/2001,133,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 0 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000555710,023,LICENSED GROUP,40. MILWAUKEE,KINDERCARE LEARNING CTRS-COLLEGE                  ,220268,1801 College Ave,                              ,South Milwaukee,53172,"KLUG, KAYLA",414-762-0045,12/30/2001,104,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 0 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000555710,024,LICENSED GROUP,40. MILWAUKEE,KINDERCARE LEARNING CTRS-N 51ST                   ,220265,8750 N 51st St,                              ,Brown Deer     ,53223,"FIPPS, LUTANIA",414-354-3770,12/30/2001,125,"0 Year(s), 0 Month(s), 6 Week(s)","7 Year(s), 0 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000555710,025,LICENSED GROUP,40. MILWAUKEE,KINDERCARE LEARNING CTRS-LOOMIS                   ,220266,5230 W Loomis Rd,                              ,Greendale      ,53129,"REKOWSKI, KATELYN",414-421-5510,10/13/2002,127,"0 Year(s), 0 Month(s), 6 Week(s)","13 Year(s), 0 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000555710,031,LICENSED GROUP,67. WAUKESHA,KINDERCARE LEARNING CTRS-PREMIER                  ,1000036,,W180 N9410 Premier Ln         ,Menomonee Falls,53051,"MARX, GINA",262-532-0098,10/21/1998,120,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:45 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000555710,033,LICENSED GROUP,59. SHEBOYGAN,KINDERCARE LEARNING CTRS - 1019                   ,420675,3706 S 12th St,                              ,Sheboygan      ,53081,"FAUCHER, STACEY ANN",920-452-8866,11/03/2002,90,"0 Year(s), 0 Month(s), 6 Week(s)","10 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000555710,034,LICENSED GROUP,05. BROWN,KINDERCARE LEARNING CTR - FINGER RD               ,420009,2280 Finger Rd,                              ,Green Bay      ,54302,"KONKLE, TONYA",920-465-7900,11/03/2002,130,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:15 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000555710,040,OUT OF STATE PROGRAM,99. NO COUNTY,KINDERCARE LEARNING CENTER LLC                    ,2100576,7380 10th St,                              ,Oakdale        ,55128-5395,"MURPHY, KRISTIN",651-735-3711,01/01/2003,176,"0 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-10:30 PM,Jan-Dec,Y,Not Rated
0000555710,046,OUT OF STATE PROGRAM,99. NO COUNTY,KINDERCARE LEARNING CENTER 301438                 ,2100570,6480 Gurnee Mills Blvd,                              ,Gurnee         ,60031,"KNEPPER, JULIE",847-360-1135,03/01/2010,151,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Not Rated
0000555710,048,OUT OF STATE PROGRAM,99. NO COUNTY,KINDERCARE LEARNING CENTER - MAPLEWOOD            ,2003992,2036 County Road D,                              ,Maplewood      ,55109,"GLITSOS, SARAH",218-269-6177,04/26/2018,108,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Not Rated
0000555770,001,LICENSED GROUP,53. ROCK,YWCA ADAMS CHILD CARE CENTER                      ,120148,1138 E Memorial,                              ,Janesville     ,53545,"LEINBAUGH, JANET",608-743-6347,12/30/1996,26,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,2 Stars
0000555770,002,LICENSED GROUP,53. ROCK,YWCA DISCOVERY CENTER                             ,1003766,1735 S Washington St,                              ,Janesville     ,53546,"LEINBAUGH, JANET",608-752-5445,03/15/1997,50,"3 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,3 Stars
0000555770,006,LICENSED GROUP,53. ROCK,YWCA JEFFERSON CHILD CARE PROGRAM                 ,120347,1831 Mt Zion Ave,                              ,Janesville     ,53545,"LEINBAUGH, JANET",608-743-6608,07/30/2000,26,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,3 Stars
0000555770,007,LICENSED GROUP,53. ROCK,YWCA KENNEDY CHILD CARE PROGRAM                   ,1002000,3901 Randolph Rd,                              ,Janesville     ,53546,"LEINBAUGH, JANET",608-743-7567,07/30/2000,40,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,2 Stars
0000555770,008,LICENSED GROUP,53. ROCK,YWCA LINCOLN CHILD CARE PROGRAM                   ,120149,1821 Conde St,                              ,Janesville     ,53546,"LEINBAUGH, JANET",608-743-6785,07/30/2000,22,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,4 Stars
0000555770,010,LICENSED GROUP,53. ROCK,YWCA ROOSEVELT CHILD CARE PROGRAM                 ,120345,316 Ringold,                              ,Janesville     ,53545,"LEINBAUGH, JANET",608-743-7047,07/30/2000,34,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,4 Star
0000555770,011,LICENSED GROUP,53. ROCK,YWCA VAN BUREN CHILD CARE PROGRAM                 ,120346,1515 Lapham,                              ,Janesville     ,53546,"LEINBAUGH, JANET",608-743-7147,07/30/2000,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,3 Stars
0000555770,012,LICENSED GROUP,53. ROCK,YWCA WASHINGTON CHILD CARE PROGRAM                ,120324,811 N Pine St,                              ,Janesville     ,53548-2855,"LEINBAUGH, JANET",608-743-7247,07/30/2000,34,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,4 Stars
0000555770,013,LICENSED GROUP,53. ROCK,YWCA MONROE CHILD CARE PROGRAM                    ,1002940,55 S Pontiac,                              ,Janesville     ,53545,"LEINBAUGH, JANET",608-743-6947,07/30/2000,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,4 Stars
0000555770,014,LICENSED GROUP,53. ROCK,YWCA HARRISON CHILD CARE PROGRAM                  ,1003141,760 Princeton Rd,                              ,Janesville     ,53546-2027,"LEINBAUGH, JANET",608-743-6447,08/27/2000,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,2 Stars
0000555770,016,LICENSED GROUP,53. ROCK,YWCA MADISON CHILD CARE PROGRAM                   ,1008120,331 N Grant Ave,                              ,Janesville     ,53548,"LEINBAUGH, JANET",608-743-6847,08/22/2004,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,2 Stars
0000555770,026,LICENSED GROUP,53. ROCK,YWCA HARMONY CHILD CARE PROGRAM                   ,1013737,4243 E Rotamer Rd,                              ,Janesville     ,53546,"LEINBAUGH, JANET",608-868-9360,10/06/2008,50,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,2 Stars
0000555770,028,LICENSED GROUP,53. ROCK,YWCA CONSOLIDATED CHILDCARE CENTER                ,2002542,4838 N County Road F,                              ,Janesville     ,53545-8906,"GRIAR, DARLENE",608-868-9595,09/01/2015,20,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:35 AM,Jan-Dec,-,3 Stars
0000555890,001,LICENSED GROUP,54. RUSK,KIDS ETC                                          ,520492,313 11th St,                              ,Ladysmith      ,54848,"VOJTASEK, BOBBI JO",715-532-5200,12/05/2002,20,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",04:30 AM-05:30 PM,Jun-Aug,Y,2 Stars
0000555890,002,LICENSED GROUP,54. RUSK,TENDER LEARNING CENTER                            ,1006786,611 E Menasha Ave,                              ,Ladysmith      ,54848,"VOJTASEK, BOBBI JO",715-532-5200,12/05/2002,65,"0 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",04:30 AM-05:30 PM,Jan-Dec,Y,2 Stars
0000556110,001,LICENSED GROUP,32. LA CROSSE,GUNDERSEN LUTHERAN CHILD CARE CTR                 ,520211,700 Bennora Lee Ct,                              ,La Crosse      ,54601,"SCHABOW, NICOLE",608-775-4714,10/06/2002,101,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000556260,001,LICENSED FAMILY,09. CHIPPEWA,CAROL BRENNER'S CHILDCARE                         ,530856,3713 Robin Rd,                              ,Eau Claire     ,54703,"BRENNER, CAROL",715-456-4102,12/30/2000,8,"0 Year(s), 0 Month(s), 4 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",-11:59 PM,Jan-Dec,Y,3 Stars
0000556350,002,LICENSED GROUP,29. JUNEAU,CHILDREN'S COTTAGE                                ,1014062,W10460 County Road Pp,                              ,Elroy          ,53929-9722,"BENISH, KARI",608-462-8356,03/10/2009,36,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-05:30 PM,Jan-Dec,Y,Not Rated
0000556380,001,LICENSED GROUP,18. EAU CLAIRE,COLOR MY WORLD CHILD CARE NORTH                   ,520011,1903 Western Ave,                              ,Eau Claire     ,54703,"QUILLING, JENIFER",715-835-2060,05/13/1997,75,"0 Year(s), 0 Month(s), 4 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,3 Stars
0000556530,001,LICENSED FAMILY,34. LANGLADE,MARCINIAKS DAYCARE                                ,630230,W10363 Hwy G,                              ,Antigo         ,54409,"MARCINIAK, JOAN L",715-623-4580,05/16/1997,8,"0 Year(s), 2 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Star
0000556590,001,LICENSED FAMILY,55. ST. CROIX,TEDDY BEAR PLAYGROUND                             ,530843,1180 Main St,                              ,Baldwin        ,54002,"SMITH, DEBRA J",715-684-3882,12/09/2000,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:00 PM,Jan-Dec,Y,Not Rated
0000556710,001,LICENSED FAMILY,11. COLUMBIA,ABLEMAN DAY CARE                                  ,1012136,427 Wisconsin Ave,                              ,Wisc Dells     ,53965-1436,"ABLEMAN, DOREEN",608-254-6441,05/20/1997,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:00 PM,Jan-Dec,Y,2 Stars
0000556760,001,LICENSED FAMILY,35. LINCOLN,KAREN'S FAMILY CHILDCARE                          ,1002453,W5006 Hillside Dr,                              ,Merrill        ,54452-8781,"GRUND, KAREN",715-218-3698,04/20/1997,8,"0 Year(s), 0 Month(s), 2 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",04:30 AM-04:30 PM,Jan-Dec,Y,5 Stars
0000556980,001,LICENSED FAMILY,12. CRAWFORD,NOAH'S ARK FAMILY DAYCARE                         ,131240,921 S Beaumont Rd,                              ,Pr Du Chien    ,53821-2220,"MORIS, NORA J",608-326-6974,08/06/2000,8,"0 Year(s), 0 Month(s), 4 Week(s)","9 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-05:30 PM,Jan-Dec,Y,2 Stars
0000557000,001,LICENSED GROUP,37. MARATHON,WAUSAU CHILD CARE WEST SIDE CTR                   ,620079,505 N 28th Ave,                              ,Wausau         ,54401-4104,"KRIEG, JENNY",715-848-1437,12/31/2000,132,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000557000,002,LICENSED GROUP,37. MARATHON,WCC-FRANKLIN SCHOOL AGE PROGRAM                   ,620125,1509 N 5th St,Franklin Elementary School    ,Wausau         ,54403-3549,"HINES, SAMANTHA",715-845-4110,08/26/2001,82,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,-,2 Stars
0000557000,004,LICENSED GROUP,37. MARATHON,WAUSAU CHILD CARE-FRANKLIN ST CTR                 ,620078,721 Franklin St,                              ,Wausau         ,54403-4978,"STIEBER, KATRINA",715-848-7221,12/31/2000,92,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000557000,005,LICENSED GROUP,37. MARATHON,WCC-GD JONES BEFORE AND AFTER SCHOOL              ,620403,1018 S 12th Ave,Gd Jones Elementary School    ,Wausau         ,54401-5873,"HINES, SAMANTHA",715-845-4110,05/29/1997,13,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:30 AM,Sep-Jul,-,2 Stars
0000557000,009,LICENSED GROUP,37. MARATHON,WCC-JEFFERSON BEFORE-AFTER SCHOOL                 ,620202,500 W Randolph St,Thomas Jefferson Elementary   ,Wausau         ,54401-2501,"HINES, SAMANTHA",715-845-4110,09/15/2000,28,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:30 AM,Sep-Jun,-,2 Stars
0000557000,010,LICENSED GROUP,37. MARATHON,WCC-MARSHALL BEFORE-AFTER SCHOOL                  ,620161,1918 Lamont St,John Marshall Elementary Sch  ,Wausau         ,54403-6819,"HINES, SAMATHA",715-845-4110,09/15/2000,45,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jun-Aug,-,3 Star
0000557000,010,LICENSED GROUP,37. MARATHON,WCC-MARSHALL BEFORE-AFTER SCHOOL                  ,620161,1918 Lamont St,John Marshall Elementary Sch  ,Wausau         ,54403-6819,"HINES, SAMATHA",715-845-4110,09/15/2000,45,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:30 AM,Sep-May,-,3 Star
0000557000,011,LICENSED GROUP,37. MARATHON,WCC-MAINE BEFORE-AFTER SCHOOL                     ,620311,5901 N 44th Ave,Maine Elementary School       ,Wausau         ,54401-9717,"HINES, SAMANTHA",715-845-4110,09/17/2000,24,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:15 AM,Sep-Jun,-,2 Stars
0000557000,012,LICENSED GROUP,37. MARATHON,WCC-RIB MT BEFORE-AFTER SCHOOL                    ,620160,2701 Robin Ln,Rib Mountain Elementary School,Wausau         ,54401-7110,"HINES, SAMANTHA",715-845-4110,09/15/2000,19,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:20 AM,Sep-Jun,-,3 Stars
0000557000,013,LICENSED GROUP,37. MARATHON,WCC-RIVERVIEW BEFORE-AFTER SCHOOL                 ,620165,4303 Troy St,Riverview Elementary School   ,Wausau         ,54403-2264,"HINES, SAMANTHA",715-845-4110,09/17/2000,26,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:15 AM,Sep-Jun,-,3 Stars
0000557000,014,LICENSED GROUP,37. MARATHON,WCC-SOUTH MTN BEFORE-AFTER SCHOOL                 ,620434,5400 Bittersweet Rd,South Mountain Elementary Sch ,Wausau         ,54401-7588,"HINES, SAMANTHA",715-845-4110,09/15/2000,34,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:35 AM,Sep-Jun,-,3 Stars
0000557000,019,LICENSED GROUP,37. MARATHON,WCC-STETTIN BEFORE-AFTER SCHOOL                   ,620433,109 N 56th Ave,Stettin Elementary School     ,Wausau         ,54401-4815,"HINES, SAMANTHA",715-845-4110,08/25/1997,34,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:15 AM,Sep-Jun,-,3 Stars
0000557000,021,LICENSED GROUP,37. MARATHON,WCC-GRANT BEFORE AND AFTER SCHOOL                 ,1007955,500 N 4th Ave,Grant Elementary School       ,Wausau         ,54401-4493,"HINES, SAMANTHA",715-845-4110,06/14/2004,13,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:15 AM,Sep-Jul,-,2 Stars
0000557000,024,LICENSED GROUP,37. MARATHON,WCC-LINCOLN BEFORE-AFTER SCHOOL                   ,1012356,720 S 6th Ave,Lincoln Elementary School     ,Wausau         ,54401-5308,"HINES, SAMANTHA",715-845-4110,09/04/2007,42,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jul,-,2 Stars
0000557000,027,LICENSED GROUP,37. MARATHON,WAUSAU CHILD CARE - CEDAR CREEK CTR               ,1015894,1841 County Road Xx,                              ,Kronenwetter   ,54455-7933,"PELOT, KELLY",715-359-5437,03/28/2011,76,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,3 Stars
0000557000,028,LICENSED GROUP,37. MARATHON,WCC-MONTESSORI BEFORE AND AFTER SCHOOL            ,2001457,3101 N 13th St,Horace Mann Middle School     ,Wausau         ,54403-2317,"HINES, SAMANTHA",715-845-4110,09/03/2013,13,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:15 AM,Aug-Jun,-,3 Stars
0000557000,029,LICENSED GROUP,37. MARATHON,WCC-HAWTHORN HILLS BEFORE AND AFTER SCHOOL        ,2001935,1600 Kickbusch St,Hawthorn Hills Elementary Sch ,Wausau         ,54403-1603,"HINES, SAMANTHA",715-845-4110,08/27/2014,13,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:30 AM,Sep-Jul,-,3 Stars
0000557150,002,LICENSED FAMILY,40. MILWAUKEE,MYLES DAY CARE INC                                ,2003767,3304 W Minnesota Ave,                              ,Franklin       ,53132-8669,"MYLES, LISA",847-749-5882,03/15/2018,8,"1 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-05:00 PM,Jan-Dec,Y,Not Rated
0000557210,001,LICENSED GROUP,36. MANITOWOC,LAKESHORE TECH COLLEGE CHILD CARE                 ,420028,1290 North Ave,                              ,Cleveland      ,53015,"SCHROEDER, DENISE",920-693-1243,05/29/1997,32,"2 Year(s), 0 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",07:15 AM-05:15 PM,Aug-Jun,-,4 Stars
0000557820,001,LICENSED FAMILY,48. POLK,SHERRY'S DAY CARE                                 ,1005342,569 155th St,                              ,Amery          ,54001,"ANDERSEN, SHERRY",715-268-4835,06/09/2002,8,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:00 PM,Jan-Dec,Y,Not Rated
