Provider Number,Location Number,Application Type,County,Facility Name,Facility Number,Line Address 1,Line Address 2,City,Zip Code,Contact Name,Contact Phone,LICENSED Date,Capacity,From Age,To Age,Hours,Months,Full Time,Star Level 
0000555710,024,LICENSED GROUP,40. MILWAUKEE,KINDERCARE LEARNING CTRS-N 51ST                   ,220265,8750 N 51st St,                              ,Brown Deer     ,53223,"HICKS, SHECEENA",414-354-3770,10/05/1997,125,"0 Year(s), 0 Month(s), 6 Week(s)","7 Year(s), 0 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000555710,025,LICENSED GROUP,40. MILWAUKEE,KINDERCARE LEARNING CTRS-LOOMIS                   ,220266,5230 W Loomis Rd,                              ,Greendale      ,53129-1408,"BIGGER, HALEY",414-421-5510,04/24/1998,127,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000555710,031,LICENSED GROUP,67. WAUKESHA,KINDERCARE LEARNING CTRS-PREMIER                  ,1000036,,W180 N9410 Premier Ln         ,Menomonee Falls,53051,"MARX, GINA",262-532-0098,08/20/1998,120,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:45 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000555710,033,LICENSED GROUP,59. SHEBOYGAN,KINDERCARE LEARNING CTRS - 1019                   ,420675,3706 S 12th St,                              ,Sheboygan      ,53081,"GREER, LINDA",920-452-8866,12/13/1998,90,"0 Year(s), 0 Month(s), 6 Week(s)","10 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000555710,038,OUT OF STATE PROGRAM,99. NO COUNTY,CARVER LAKE KINDERCARE                            ,2100578,6435 Lake Road Terrace,                              ,Woodbury       ,55125,"AUGER, ABBEY",651-714-1078,01/06/2001,152,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,Not Rated
0000555770,001,LICENSED GROUP,53. ROCK,YWCA ADAMS CHILD CARE CENTER                      ,120148,1138 E Memorial,                              ,Janesville     ,53545,"GRAHAM, VANESSA",608-743-6347,12/29/1996,26,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,2 Stars
0000555770,002,LICENSED GROUP,53. ROCK,YWCA DISCOVERY CENTER                             ,1003766,1735 S Washington St,                              ,Janesville     ,53546,"GRAHAM, VANESSA",608-752-5445,03/13/1997,50,"3 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,3 Stars
0000555770,006,LICENSED GROUP,53. ROCK,YWCA JEFFERSON CHILD CARE PROGRAM                 ,120347,1831 Mt Zion Ave,                              ,Janesville     ,53545,"LONG, SUE",000-000-0000,07/30/2000,26,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,3 Stars
0000555770,007,LICENSED GROUP,53. ROCK,YWCA KENNEDY CHILD CARE PROGRAM                   ,1002000,3901 Randolph Rd,                              ,Janesville     ,53546,"WELCH, JEAN",608-743-7567,07/30/2000,40,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,2 Stars
0000555770,008,LICENSED GROUP,53. ROCK,YWCA LINCOLN CHILD CARE PROGRAM                   ,120149,1821 Conde St,                              ,Janesville     ,53546,"GRAHAM, VANESSA",608-743-6785,07/30/2000,22,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,2 Stars
0000555770,010,LICENSED GROUP,53. ROCK,YWCA ROOSEVELT CHILD CARE PROGRAM                 ,120345,316 Ringold,                              ,Janesville     ,53545,"SPANGENBERG, BARBIE",608-743-7047,07/30/2000,34,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,2 Stars
0000555770,011,LICENSED GROUP,53. ROCK,YWCA VAN BUREN CHILD CARE PROGRAM                 ,120346,1515 Lapham,                              ,Janesville     ,53546,"LUEPNITZ, THERESA",608-743-7147,07/30/2000,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,2 Stars
0000555770,012,LICENSED GROUP,53. ROCK,YWCA WASHINGTON CHILD CARE PROGRAM                ,120324,811 N Pine St,                              ,Janesville     ,53548-2855,"KNAPP, JODIE",608-743-7247,07/30/2000,34,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,3 Stars
0000555770,013,LICENSED GROUP,53. ROCK,YWCA MONROE CHILD CARE PROGRAM                    ,1002940,55 S Pontiac,                              ,Janesville     ,53545,"FAIRBAIRN, JIM",608-743-6947,07/30/2000,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,3 Stars
0000555770,014,LICENSED GROUP,53. ROCK,YWCA HARRISON CHILD CARE PROGRAM                  ,1003141,760 Princeton Rd,                              ,Janesville     ,53546-2027,"PENNING, DAWN",608-743-6447,08/27/2000,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,2 Stars
0000555770,016,LICENSED GROUP,53. ROCK,YWCA MADISON CHILD CARE PROGRAM                   ,1008120,331 N Grant Ave,                              ,Janesville     ,53548,"GRAHAM, VANESSA",608-743-6847,08/22/2004,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,2 Stars
0000555770,026,LICENSED GROUP,53. ROCK,YWCA HARMONY CHILD CARE PROGRAM                   ,1013737,4243 E Rotamer Rd,                              ,Janesville     ,53546,"PINKSTAFF, CALLIE",608-868-9360,10/06/2008,50,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jun,-,3 Stars
0000555770,028,LICENSED GROUP,53. ROCK,YWCA CONSOLIDATED CHILDCARE CENTER                ,2002542,4838 N County Road F,                              ,Janesville     ,53545-8906,"GRAIR, DARLENE",608-868-9595,09/01/2015,20,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:35 AM,Jan-Dec,-,3 Stars
0000555890,002,LICENSED GROUP,54. RUSK,TENDER LEARNING CENTER                            ,1006786,611 E Menasha Ave,                              ,Ladysmith      ,54848,"VOJTASEK, BOBBI JO",715-532-5200,04/18/1997,65,"0 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",04:30 AM-05:30 PM,Jan-Dec,Y,2 Stars
0000556110,001,LICENSED GROUP,32. LA CROSSE,GUNDERSEN CHILD CARE CENTER                       ,520211,700 Bennora Lee Ct,                              ,La Crosse      ,54601,"MCGINLEY, ALYSSA",608-775-4714,08/20/1990,101,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Stars
0000556260,001,LICENSED FAMILY,09. CHIPPEWA,CAROL BRENNER'S CHILDCARE                         ,530856,3713 Robin Rd,                              ,Eau Claire     ,54703,"BRENNER, CAROL",715-456-4102,09/07/1995,8,"0 Year(s), 0 Month(s), 4 Week(s)","16 Year(s), 11 Month(s), 0 Week(s)",-11:59 PM,Jan-Dec,Y,3 Stars
0000556350,002,LICENSED GROUP,29. JUNEAU,CHILDREN'S COTTAGE                                ,1014062,W10460 County Road Pp,                              ,Elroy          ,53929-9722,"BENISH, KARI",608-462-8356,03/10/2009,36,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-05:30 PM,Jan-Dec,Y,3 Stars
0000556380,001,LICENSED GROUP,18. EAU CLAIRE,COLOR MY WORLD CHILD CARE NORTH                   ,520011,1903 Western Ave,                              ,Eau Claire     ,54703,"QUILLING, JENIFER",715-835-2060,08/03/1987,75,"0 Year(s), 0 Month(s), 4 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,3 Stars
0000556380,004,LICENSED GROUP,18. EAU CLAIRE,COLOR MY WORLD CLUBHOUSE                          ,2005216,1717 Western Ave,                              ,Eau Claire     ,54703-1873,"QUILLING, JENIFER",715-835-2060,09/23/2020,25,"3 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,2 Stars
0000556530,001,LICENSED FAMILY,34. LANGLADE,MARCINIAKS DAYCARE                                ,630230,W10363 Hwy G,                              ,Antigo         ,54409,"MARCINIAK, JOAN L",715-623-4580,10/23/1990,8,"0 Year(s), 2 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Stars
0000556760,001,LICENSED FAMILY,35. LINCOLN,KAREN'S FAMILY CHILDCARE                          ,1002453,W5006 Hillside Dr,                              ,Merrill        ,54452-8781,"GRUND, KAREN",715-218-3698,11/27/2013,8,"0 Year(s), 0 Month(s), 2 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",04:30 AM-04:30 PM,Jan-Dec,Y,3 Stars
0000556980,001,LICENSED FAMILY,12. CRAWFORD,NOAH'S ARK FAMILY DAYCARE                         ,131240,921 S Beaumont Rd,                              ,Pr Du Chien    ,53821-2220,"MORIS, NORA J",608-326-6974,04/07/1993,8,"0 Year(s), 0 Month(s), 4 Week(s)","9 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-05:30 PM,Jan-Dec,Y,2 Stars
0000557000,001,LICENSED GROUP,37. MARATHON,WAUSAU CHILD CARE WEST SIDE CTR                   ,620079,505 N 28th Ave,                              ,Wausau         ,54401-4104,"HERR, MAI",715-848-1437,07/06/1981,132,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000557000,004,LICENSED GROUP,37. MARATHON,WAUSAU CHILD CARE-FRANKLIN ST CTR                 ,620078,721 Franklin St,                              ,Wausau         ,54403-4978,"FENHAUS, TAYLOR",715-848-7221,05/01/1975,92,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,-,5 Stars
0000557000,011,LICENSED GROUP,37. MARATHON,WCC-MAINE BEFORE-AFTER SCHOOL                     ,620311,5901 N 44th Ave,Maine Elementary School       ,Wausau         ,54401-9717,"FENHAUS, TAYLOR",715-848-7221,09/17/2000,24,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:15 AM,Sep-Jun,-,3 Stars
0000557000,012,LICENSED GROUP,37. MARATHON,WCC-RIB MT BEFORE-AFTER SCHOOL                    ,620160,2701 Robin Ln,Rib Mountain Elementary School,Wausau         ,54401-7110,"FENHAUS, TAYLOR",715-848-7221,08/10/1988,19,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:20 AM,Sep-Jun,-,3 Stars
0000557000,013,LICENSED GROUP,37. MARATHON,WCC-RIVERVIEW BEFORE-AFTER SCHOOL                 ,620165,4303 Troy St,Riverview Elementary School   ,Wausau         ,54403-2264,"FENHAUS, TAYLOR",715-848-7221,09/17/2000,26,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:15 AM,Sep-Jun,-,3 Stars
0000557000,014,LICENSED GROUP,37. MARATHON,WCC-SOUTH MTN BEFORE-AFTER SCHOOL                 ,620434,5400 Bittersweet Rd,South Mountain Elementary Sch ,Wausau         ,54401-7588,"FENHAUS, TAYLOR",715-848-7221,09/15/2000,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:35 AM,Sep-Jun,-,3 Stars
0000557000,019,LICENSED GROUP,37. MARATHON,WCC-STETTIN BEFORE-AFTER SCHOOL                   ,620433,109 N 56th Ave,Stettin Elementary School     ,Wausau         ,54401-4815,"FENHAUS, TAYLOR",715-848-7221,08/25/1997,34,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:15 AM,Sep-Jun,-,2 Stars
0000557000,027,LICENSED GROUP,37. MARATHON,WAUSAU CHILD CARE - CEDAR CREEK CTR               ,1015894,1841 County Road Xx,                              ,Kronenwetter   ,54455-7933,"RAMSEY, LEA",715-359-5437,03/28/2011,76,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000557150,002,LICENSED FAMILY,40. MILWAUKEE,MYLES DAY CARE INC                                ,2003767,3304 W Minnesota Ave,                              ,Franklin       ,53132-8669,"MYLES, LISA",847-749-5882,03/15/2018,8,"1 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-05:00 PM,Jan-Dec,Y,Not Rated
0000557210,001,LICENSED GROUP,36. MANITOWOC,LAKESHORE TECH COLLEGE CHILD CARE                 ,420028,1290 North Ave,                              ,Cleveland      ,53015-1412,"GRIFFIN, MELISSA",920-693-1243,03/01/1975,32,"2 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",07:15 AM-05:15 PM,Aug-Jun,-,4 Stars
0000557820,001,LICENSED FAMILY,48. POLK,SHERRY'S DAY CARE                                 ,1005342,569 155th St,                              ,Amery          ,54001,"ANDERSEN, SHERRY",715-268-4835,05/30/1997,8,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:00 PM,Jan-Dec,Y,2 Stars
0000557850,001,LICENSED GROUP,11. COLUMBIA,TLC LEARNING CENTER INC                           ,120812,N1544 Sunset Dr,                              ,Lodi           ,53555,"KOEPP, NICHOLE L",608-592-5006,05/30/1997,50,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,2 Stars
0000557850,002,LICENSED GROUP,11. COLUMBIA,TLC SCHOOL AGE PROGRAM                            ,1002915,1307 Sauk St,                              ,Lodi           ,53555-1473,"KOEPP, NICHOLE",608-513-2821,08/15/2000,40,"4 Year(s), 0 Month(s), 0 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,Not Rated
0000557920,001,LICENSED GROUP,13. DANE,WIL MAR NEIGHBORHOOD CENTER                       ,120679,504 S Brearly St,                              ,Madison        ,53703-3529,"ELLIS, KRISTINA",608-257-4576,06/03/1997,30,"5 Year(s), 0 Month(s), 0 Week(s)","13 Year(s), 11 Month(s), 0 Week(s)",07:30 AM-06:00 PM,Jan-Dec,Y,2 Stars
0000558100,001,LICENSED GROUP,71. WOOD,CHILD CARE CTRS OF MARSHFIELD SITE1               ,620398,803 N Peach Ave,                              ,Marshfield     ,54449-2328,"NELSON, KAREN",715-384-4854,07/16/1996,100,"0 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:30 PM,Jan-Dec,Y,3 Stars
0000558100,005,LICENSED GROUP,71. WOOD,CHILD CARE CENTERS OF MARSHFIELD II               ,1011597,905 Tiny Tigers Ct,                              ,Marshfield     ,54449-3069,"FRANKLIN, SARAH",715-389-1721,03/05/2007,114,"0 Year(s), 0 Month(s), 2 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:45 AM-06:00 PM,Jan-Dec,Y,3 Stars
0000558560,003,LICENSED GROUP,70. WINNEBAGO,THE SALVATION ARMY CHILD LEARN CTR                ,1008832,1525 Appleton Rd,                              ,Menasha        ,54952,"LARSEN, JULIE",920-886-3648,04/19/2005,125,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-05:30 PM,Jan-Dec,Y,5 Stars
0000558560,007,LICENSED CAMP,05. BROWN,THE SALVATION ARMY KROC CTR CAMP                  ,2001417,1315 Lime Kiln Rd,                              ,Green Bay      ,54311-6043,"HAHN, MATTHEW",920-544-4750,08/05/2013,150,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,-,Not Rated
0000558620,001,LICENSED FAMILY,30. KENOSHA,PATTY'S SAFE HAVEN                                ,1007376,6611 17th Ave,                              ,Kenosha        ,53143,"RODRIGUEZ, PATRICIA",262-914-5267,01/13/2004,8,"0 Year(s), 0 Month(s), 2 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:00 AM-06:00 PM,Jan-Dec,Y,3 Stars
0000558670,006,LICENSED GROUP,13. DANE,GOODMAN COMMUNITY CENTER                          ,1013524,149 Waubesa St,                              ,Madison        ,53704,"BROWN, SAMANTHA",608-279-2808,09/02/2008,188,"2 Year(s), 6 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000558680,002,LICENSED GROUP,45. OZAUKEE,OZAUKEE CHILD CARE AND PRESCHOOL                  ,225823,1115 W Liebau Rd,Ste 100                       ,Mequon         ,53092-3399,"CLARKE, LISA",262-243-9040,05/01/1991,100,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-05:30 PM,Jan-Dec,Y,3 Stars
0000558680,006,LICENSED GROUP,45. OZAUKEE,OZAUKEE CHILD CARE AND PRESCHOOL                  ,1013651,1195 County C,                              ,Grafton        ,53024-9727,"PAMELA KNAPP, ASHLEY SCHEUNEM",262-375-2016,10/27/2008,78,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-05:30 PM,Jan-Dec,Y,3 Stars
0000558800,001,LICENSED GROUP,45. OZAUKEE,COMMUNITY LEARNING CENTER                         ,1003777,1234 Lincoln Ave,                              ,Port Washington,53074,"SCHMITT, KATRINA",262-284-6502,06/11/1997,216,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,3 Stars
0000558810,003,LICENSED FAMILY,45. OZAUKEE,TENDER LEARNING CARE                              ,2002046,1063 Western Ave,                              ,Cedarburg      ,53012-9468,"WILLE, CYNTHIA",414-531-6529,08/24/2015,8,"0 Year(s), 0 Month(s), 6 Week(s)","11 Year(s), 11 Month(s), 0 Week(s)",07:00 AM-05:30 PM,Jan-Dec,Y,Not Rated
0000558930,002,LICENSED FAMILY,41. MONROE,JEAN'S LOVING CARE                                ,1008676,506 Merrill St,                              ,Sparta         ,54656,"SWARTZ, JEAN M",608-487-0228,11/18/2004,8,"0 Year(s), 0 Month(s), 6 Week(s)","5 Year(s), 11 Month(s), 0 Week(s)",05:45 AM-04:30 PM,Jan-Dec,Y,3 Stars
0000559000,003,OUT OF STATE PROGRAM,99. NO COUNTY,UNIVERSITY NURSERY SCHOOL - COPPERTOP             ,2100807,230 E Skyline Pkwy,                              ,Duluth         ,55811-2711,"GOULET, TRACY",218-727-8314,08/26/2006,95,"0 Year(s), 0 Month(s), 6 Week(s)","5 Year(s), 0 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,Not Rated
0000559000,005,OUT OF STATE PROGRAM,99. NO COUNTY,UNIVERSITY NURSERY SCHOOL - JEFFERSON             ,2004920,916 E 3rd St,                              ,Duluth         ,55805-2168,"GOULET, TRACY",218-728-1888,12/11/2019,176,"0 Year(s), 0 Month(s), 6 Week(s)","5 Year(s), 0 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Jan-Dec,Y,Not Rated
