Provider Number,Location Number,Application Type,County,Facility Name,Facility Number,Line Address 1,Line Address 2,City,ZIP Code,Contact Name,Contact Phone,LICENSED Date,Capacity,From Age,To Age,Hours,Months,Full Time,Star Level 
0000557000,010,LICENSED GROUP,37. MARATHON,WCC-MARSHALL BEFORE-AFTER SCHOOL                  ,620161,1918 Lamont St,John Marshall Elementary Sch  ,Wausau         ,54401,"HINES, SAMATHA",715-845-4110,09/15/2000,45,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:30 AM,Sep-May,-,Unknown
0000557000,011,LICENSED GROUP,37. MARATHON,WCC-MAINE BEFORE-AFTER SCHOOL                     ,620311,5901 N 44th Ave,                              ,Wausau         ,54401,"HINES, SAMANTHA",715-845-4110,09/17/2000,24,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:15 AM,Sep-Jun,-,Unknown
0000557000,012,LICENSED GROUP,37. MARATHON,WCC-RIB MT BEFORE-AFTER SCHOOL                    ,620160,2701 Robin Ln,Rib Mountain Elementary School,Wausau         ,54401,"HINES, SAMANTHA",715-845-4110,09/15/2000,19,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:20 AM,Sep-Jun,-,Unknown
0000557000,013,LICENSED GROUP,37. MARATHON,WCC-RIVERVIEW BEFORE-AFTER SCHOOL                 ,620165,4303 Troy St,                              ,Wausau         ,54401,"HINES, SAMANTHA",715-845-4110,09/17/2000,26,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:15 AM,Sep-Jun,-,Unknown
0000557000,014,LICENSED GROUP,37. MARATHON,WCC-SOUTH MTN BEFORE-AFTER SCHOOL                 ,620434,5400 Bittersweet Rd,                              ,Wausau         ,54401,"HINES, SAMANTHA",715-845-4110,09/15/2000,34,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:35 AM,Sep-Jun,-,Unknown
0000557000,019,LICENSED GROUP,37. MARATHON,WCC-STETTIN BEFORE-AFTER SCHOOL                   ,620433,109 N 56th Ave,                              ,Wausau         ,54401,"HINES, SAMANTHA",715-845-4110,08/25/1997,34,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:15 AM,Sep-Jun,-,Unknown
0000557000,024,LICENSED GROUP,37. MARATHON,WCC-LINCOLN BEFORE-AFTER SCHOOL                   ,1012356,720 S 6th Ave,                              ,Wausau         ,54401,"HINES, SAMANTHA",715-845-4110,09/04/2007,42,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-06:00 PM,Sep-Jul,-,Unknown
0000557000,027,LICENSED GROUP,37. MARATHON,WAUSAU CHILD CARE - CEDAR CREEK CTR               ,1015894,1841 County Road Xx,                              ,Kronenwetter   ,54401,"PELOT, KELLY",715-359-5437,03/28/2011,76,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-06:00 PM,Jan-Dec,Y,5 Stars
0000557000,028,LICENSED GROUP,37. MARATHON,WCC-MONTESSORI BEFORE AND AFTER SCHOOL            ,2001457,3101 N 13th St,                              ,Wausau         ,54401,"HINES, SAMANTHA",715-845-4110,09/03/2013,13,"5 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:15 AM,Aug-Jun,-,Unknown
0000557000,029,LICENSED GROUP,37. MARATHON,WCC-HAWTHORN HILLS BEFORE AND AFTER SCHOOL        ,2001935,1600 Kickbusch St,Hawthorn Hills Elementary Sch ,Wausau         ,54401,"HINES, SAMANTHA",715-845-4110,08/27/2014,13,"4 Year(s), 0 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:30 AM-08:30 AM,Sep-Jul,-,Unknown
0000557210,001,LICENSED GROUP,36. MANITOWOC,LAKESHORE TECH COLLEGE CHILD CARE                 ,420028,1290 North Ave,                              ,Cleveland      ,53015-1412,"SCHROEDER, DENISE",920-693-1243,05/29/1997,32,"2 Year(s), 0 Month(s), 0 Week(s)","6 Year(s), 11 Month(s), 0 Week(s)",07:15 AM-05:15 PM,Aug-Jun,-,4 Stars
0000557370,001,LICENSED FAMILY,11. COLUMBIA,LINDA'S CHILDCARE                                 ,131729,220 W Burns St,                              ,Portage        ,53901,"VOGEL, LINDA",608-742-8340,11/17/2002,8,"0 Year(s), 2 Month(s), 0 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",05:30 AM-05:30 PM,Jan-Dec,Y,Unknown
0000557770,001,LICENSED FAMILY,59. SHEBOYGAN,KALEIDOSCOPE FAMILY DAY CARE                      ,430976,525 E Clifford St,                              ,Plymouth       ,53073,"THOMPSON, SHARON",920-892-6226,12/28/2002,8,"0 Year(s), 0 Month(s), 6 Week(s)","12 Year(s), 11 Month(s), 0 Week(s)",06:15 AM-06:15 PM,Jan-Dec,Y,Unknown
